rank,word,score,doc_freq,corpus_freq
921,spell_key,0.076,1,2
922,preprocess_prompt,0.076,1,2
923,user_prompt,0.076,1,2
924,clean_prompt,0.076,1,2
925,bewertungen,0.076,1,2
926,conversion,0.076,1,2
927,threadpoolexecutor,0.076,1,2
928,as_completed,0.076,1,2
929,correct_product,0.076,1,2
930,sofortiges,0.076,1,2
931,checkstudentanswer,0.076,1,2
932,origwords,0.076,1,2
933,preheader,0.076,1,2
934,haserrors,0.076,1,2
935,produktkataloge,0.076,1,2
936,korrekturarbeit,0.076,1,2
937,fields,0.076,1,3
938,infrastruktur,0.076,6,7
939,limits,0.076,5,8
940,keyword,0.076,1,1
941,erstens,0.076,1,1
942,ehrlich,0.076,1,1
943,gelingt,0.076,1,1
944,natural,0.076,1,2
945,dadurch,0.076,1,2
946,diensten,0.076,2,2
947,beitrag,0.076,2,3
948,verarbeitet,0.075,2,3
949,ausschließlich,0.075,2,3
950,handling,0.075,2,3
951,anbau,0.075,1,2
952,weltweit,0.075,4,5
953,assistenten,0.075,3,4
954,inklusive,0.074,2,3
955,dashboard,0.074,5,9
956,typescript,0.074,3,5
957,einstieg,0.074,4,7
958,pipeline,0.074,2,5
959,vergleichen,0.074,4,5
960,100h,0.074,1,1
961,40gb,0.074,1,1
962,g4dn,0.074,1,1
963,200w,0.074,1,1
964,bdsg,0.074,1,1
965,sinn,0.074,1,1
966,niemals,0.074,7,8
967,feinabgestimmt,0.074,2,3
968,automatisch,0.074,2,3
969,verwalten,0.074,2,3
970,notwendigen,0.074,2,3
971,400ms,0.073,1,3
972,450w,0.073,1,1
973,gute,0.073,1,1
974,12gb,0.073,1,1
975,anfrage,0.073,4,7
976,kundinnen,0.073,3,5
977,helfen,0.073,1,2
978,self,0.073,3,15
979,monat,0.073,3,12
980,nachhaltiges,0.072,2,3
981,nachhaltigkeitsziele,0.072,2,3
982,http,0.072,4,13
983,parameter,0.072,9,17
984,kosten,0.072,8,19
985,feedback,0.072,3,7
986,können,0.071,10,69
987,arbeit,0.071,2,5
988,einzigen,0.071,1,2
989,sicherer,0.071,1,2
990,neuesten,0.071,1,2
991,programm,0.071,1,2
992,unserer,0.071,3,8
993,iaas,0.071,1,1
994,gaia,0.071,1,1
995,antwortet,0.071,3,3
996,gestützte,0.07,1,1
997,integrationen,0.07,1,1
998,klassische,0.07,1,1
999,grammatikregeln,0.07,1,1
1000,scheitern,0.07,1,1
1001,kontextfehlern,0.07,1,1
1002,geschrieben,0.07,1,1
1003,präposition,0.07,1,1
1004,satzzusammenhang,0.07,1,1
1005,semantischen,0.07,1,1
1006,positives,0.07,1,1
1007,zusammengesetzten,0.07,1,1
1008,idiomatischen,0.07,1,1
1009,ausdrücken,0.07,1,1
1010,fachbegriffe,0.07,1,1
1011,standardtexten,0.07,1,1
1012,umgangssprachlichen,0.07,1,1
1013,fachbegriffen,0.07,1,1
1014,abweichen,0.07,1,1
1015,weiterentwickelt,0.07,1,1
1016,geografisch,0.07,1,1
1017,nächstgelegenen,0.07,1,1
1018,separates,0.07,1,1
1019,ablaufdatum,0.07,1,1
1020,nutzungsstatistiken,0.07,1,1
1021,prioritäts,0.07,1,1
1022,monatliche,0.07,1,1
1023,unbegrenzte,0.07,1,1
1024,definierten,0.07,1,1
1025,reaktionszeiten,0.07,1,1
1026,dedizierter,0.07,1,1
1027,rechnungsstellung,0.07,1,1
1028,überweisung,0.07,1,1
1029,individuelles,0.07,1,1
1030,monatlich,0.07,1,1
1031,gekündigt,0.07,1,1
1032,kleingedrucktes,0.07,1,1
1033,kündigung,0.07,1,1
1034,bezahlten,0.07,1,1
1035,zeitraums,0.07,1,1
1036,gebuchten,0.07,1,1
1037,your_api_key,0.07,1,1
1038,anmeldung,0.07,1,1
1039,menüpunkt,0.07,1,1
1040,öffentlich,0.07,1,1
1041,anfragenlimit,0.07,1,1
1042,implementieren,0.07,1,1
1043,handhaben,0.07,1,1
1044,aufzuteilen,0.07,1,1
1045,abzufeuern,0.07,1,1
1046,individuelle,0.07,1,1
1047,offizielles,0.07,1,1
1048,ankündigen,0.07,1,1
1049,abschluss,0.07,1,1
1050,verschlüsselt,0.07,1,1
1051,personenbezogenen,0.07,1,1
1052,korrigierenden,0.07,1,1
1053,datenschutzrisiken,0.07,1,1
1054,auftragsverarbeitungsvertrag,0.07,1,1
1055,widerrufen,0.07,1,1
1056,hardcoded,0.07,1,1
1057,codebasis,0.07,1,1
1058,original,0.07,5,10
1059,intelligenz,0.07,3,5
1060,portfolio,0.07,3,3
1061,vorgestellt,0.07,3,3
1062,weiterhin,0.07,3,3
1063,analysiert,0.07,2,3
1064,developer,0.07,2,4
1065,kostenlos,0.069,4,7
1066,lesen,0.069,3,3
1067,funktion,0.069,2,4
1068,entstehen,0.069,3,3
1069,offsets,0.069,1,2
1070,pricing,0.069,1,2
1071,anmelden,0.068,3,3
1072,angesichts,0.068,2,2
1073,analysieren,0.068,2,3
1074,schneller,0.068,4,4
1075,minute,0.068,4,7
1076,workflow,0.068,1,2
1077,debounce,0.068,1,2
1078,lernende,0.068,1,2
1079,approved,0.068,1,2
1080,container,0.068,2,4
1081,korrigieren,0.068,3,7
1082,corporate,0.067,1,1
1083,mittelstand,0.067,1,1
1084,transportwege,0.067,1,1
1085,nachhaltig,0.067,1,1
1086,produziert,0.067,1,1
1087,verbraucher,0.067,1,1
1088,kaufargumente,0.067,1,1
1089,zertifizierte,0.067,1,1
1090,ansprüche,0.067,1,1
1091,angebaute,0.067,1,1
1092,erntefrische,0.067,1,1
1093,pestiziden,0.067,1,1
1094,wachstumsprozesses,0.067,1,1
1095,cloudbasiert,0.067,1,1
1096,datengesteuert,0.067,1,1
1097,instabiler,0.067,1,1
1098,klimatischer,0.067,1,1
1099,schwankungen,0.067,1,1
1100,erzeugung,0.067,1,1
1101,lebensmitteln,0.067,1,1
1102,einflüssen,0.067,1,1
1103,entkoppelt,0.067,1,1
1104,stabilisiert,0.067,1,1
1105,erklärtes,0.067,1,1
1106,vertikalen,0.067,1,1
1107,blattgemüse,0.067,1,1
1108,nährstoffen,0.067,1,1
1109,luftfeuchtigkeit,0.067,1,1
1110,datenbasiert,0.067,1,1
1111,hochmodernen,0.067,1,1
1112,produktqualität,0.067,1,1
1113,gestaltete,0.067,1,1
1114,ressourcenschonende,0.067,1,1
1115,jahreszeiten,0.067,1,1
1116,unabhängige,0.067,1,1
1117,lieferung,0.067,1,1
1118,klimaresilienten,0.067,1,1
1119,leistungsstarken,0.067,1,1
1120,modularen,0.067,1,1
1121,mitzulernen,0.067,1,1
1122,ausgestattet,0.067,1,1
1123,feuchtigkeits,0.067,1,1
1124,multispektrale,0.067,1,1
1125,bildtechnologien,0.067,1,1
1126,umgewandelt,0.067,1,1
1127,simulationen,0.067,1,1
1128,geschmacksintensivere,0.067,1,1
1129,natürlicher,0.067,1,1
1130,signifikant,0.067,1,1
1131,adaptieren,0.067,1,1
1132,ständigen,0.067,1,1
1133,datenflusses,0.067,1,1
1134,anbaufläche,0.067,1,1
1135,effizienter,0.067,1,1
1136,netzwerks,0.067,1,1
1137,angeeignet,0.067,1,1
1138,schlüssel,0.067,1,1
1139,wirtschaftlicher,0.067,1,1
1140,betreiben,0.067,1,1
1141,bestrebungen,0.067,1,1
1142,optimierungen,0.067,1,1
1143,derzeitige,0.067,1,1
1144,einzelner,0.067,1,1
1145,versorgung,0.067,1,1
1146,minimiert,0.067,1,1
1147,ressourcenverbrauch,0.067,1,1
1148,nährstoffe,0.067,1,1
1149,maximieren,0.067,1,1
1150,erstellung,0.067,1,1
1151,simulierter,0.067,1,1
1152,digitaler,0.067,1,1
1153,zwillinge,0.067,1,1
1154,pflanzensorte,0.067,1,1
1155,controlled,0.067,1,1
1156,agriculture,0.067,1,1
1157,prognostizierten,0.067,1,1
1158,wachstumsmustern,0.067,1,1
1159,wachstumsbedingungen,0.067,1,1
1160,energiebedarf,0.067,1,1
1161,reduzieren,0.067,1,1
1162,derzeitigen,0.067,1,1
1163,energiepreisen,0.067,1,1
1164,kommenden,0.067,1,1
1165,voraussichtlich,0.067,1,1
1166,millionen,0.067,1,1
1167,wachstums,0.067,1,1
1168,spektraldaten,0.067,1,1
1169,lebensdauer,0.067,1,1
1170,datenpunkten,0.067,1,1
1171,erfordert,0.067,1,1
1172,leistungsstarke,0.067,1,1
1173,ehrgeizigen,0.067,1,1
1174,voranzutreiben,0.067,1,1
1175,analytics,0.067,1,1
1176,programming,0.067,1,1
1177,streaming,0.067,1,1
1178,anweisungen,0.067,1,1
1179,echtzeitanalysen,0.067,1,1
1180,datastream,0.067,1,1
1181,heterogenen,0.067,1,1
1182,synchronisieren,0.067,1,1
1183,energiekosten,0.067,1,1
1184,einzusparen,0.067,1,1
1185,abteilungen,0.067,1,1
1186,datenexpert,0.067,1,1
1187,übersichtlich,0.067,1,1
1188,aufbereiten,0.067,1,1
1189,datenmuster,0.067,1,1
1190,interpretieren,0.067,1,1
1191,unterschiedlichen,0.067,1,1
1192,bezugsquellen,0.067,1,1
1193,kombinieren,0.067,1,1
1194,visuelles,0.067,1,1
1195,nachhaltingkeits,0.067,1,1
1196,pflanzenproduktion,0.067,1,1
1197,wassereinsparungen,0.067,1,1
1198,referenzdaten,0.067,1,1
1199,beteiligten,0.067,1,1
1200,nachverfolgung,0.067,1,1
1201,langfristiger,0.067,1,1
1202,verbrauchen,0.067,1,1
1203,qualitativ,0.067,1,1
1204,zusammenspiel,0.067,1,1
1205,ehrgeiziger,0.067,1,1
1206,hochmoderner,0.067,1,1
1207,reduziert,0.067,5,7
1208,hub,0.067,2,9
1209,typen,0.067,1,1
1210,schritt,0.067,4,11
1211,vollständige,0.067,3,3
1212,cloud,0.067,13,102
1213,etwa,0.067,3,5
1214,chain,0.067,1,3
1215,korrigiert,0.067,3,7
1216,q_proj,0.067,2,2
1217,v_proj,0.067,2,2
1218,target,0.067,2,2
1219,drastisch,0.066,3,3
1220,hoch,0.066,2,2
1221,flatrate,0.066,3,4
1222,stringify,0.066,4,7
1223,informationen,0.066,4,8
1224,keys,0.066,4,12
1225,plan,0.066,5,25
1226,gpt,0.066,2,11
1227,engine,0.066,2,3
1228,stunden,0.066,2,2
1229,professionelles,0.066,3,3
1230,finden,0.066,5,15
1231,regelbasiert,0.066,2,3
1232,wörterbuch,0.066,2,3
1233,kontextverständnis,0.066,2,3
1234,weiter,0.065,1,1
1235,binden,0.065,1,1
1236,bereit,0.065,1,1
1237,passen,0.065,1,1
1238,beides,0.065,1,1
1239,sheets,0.065,1,1
1240,wissen,0.065,1,1
1241,beweis,0.065,1,1
1242,mühsam,0.065,1,2
1243,labeln,0.065,1,2
1244,bucket,0.065,1,2
1245,volumen,0.065,2,4
1246,originaltext,0.065,4,7
1247,speicher,0.065,3,3
1248,entscheidende,0.065,3,3
1249,deutschen,0.065,4,6
1250,process,0.065,3,5
1251,api_url,0.065,2,5
1252,api_key,0.065,2,5
1253,payload,0.065,1,2
1254,retries,0.065,1,2
1255,attempt,0.065,1,2
1256,aufrufe,0.065,1,2
1257,caching,0.065,1,2
1258,actions,0.065,1,2
1259,verarbeitung,0.064,3,4
1260,korrigierter,0.064,3,3
1261,limit,0.064,5,14
1262,frontend,0.064,3,4
1263,repositories,0.064,3,3
1264,navigieren,0.064,3,3
1265,korrigierende,0.064,3,3
1266,sprachcode,0.064,3,3
1267,erfolgreiche,0.064,3,3
1268,verarbeitungszeit,0.064,3,3
1269,millisekunden,0.064,3,3
1270,verbrauchte,0.064,3,3
1271,empfohlene,0.064,3,3
1272,unauthorized,0.064,3,3
1273,ungültiger,0.064,3,3
1274,überschritten,0.064,3,3
1275,split,0.064,1,3
1276,check,0.064,1,3
1277,trainingsdaten,0.064,3,3
1278,serverseitig,0.063,2,3
1279,folgen,0.063,2,2
1280,starten,0.063,6,6
1281,geschäftlichen,0.063,2,2
1282,lernen,0.063,3,4
1283,qualität,0.063,3,7
1284,nachhaltigkeit,0.063,3,3
1285,entwicklung,0.063,7,13
1286,schicken,0.063,1,1
1287,dahinter,0.063,1,1
1288,einzelne,0.063,1,1
1289,deutlich,0.063,1,1
1290,seltenen,0.063,1,1
1291,garantie,0.063,1,1
1292,absetzen,0.063,1,1
1293,passwort,0.063,1,1
1294,seitigem,0.063,1,1
1295,dsgvo,0.062,7,9
1296,cluster,0.062,1,2
1297,größten,0.062,1,2
1298,gesetzt,0.062,3,3
1299,verwenden,0.062,6,12
1300,deploy,0.062,3,3
1301,anbieter,0.062,4,5
1302,erklärt,0.061,5,5
1303,sprachen,0.061,6,15
1304,falls,0.061,2,3
1305,app,0.061,5,14
1306,produkt,0.061,4,4
1307,wichtige,0.061,4,4
1308,chief,0.061,1,2
1309,account,0.061,3,5
1310,benutzerdefinierte,0.061,2,2
1311,anleitungen,0.061,2,2
1312,hilfreiche,0.061,2,2
1313,erweitert,0.061,2,2
1314,korrekturen,0.061,2,3
1315,quick,0.061,1,1
1316,erste,0.06,3,4
1317,sondern,0.06,3,7
1318,richtige,0.06,3,4
1319,vergleich,0.06,4,6
1320,reicht,0.06,4,6
1321,bieten,0.06,2,5
1322,post,0.06,6,24
1323,vertical,0.06,1,1
1324,ständige,0.06,1,1
1325,externen,0.06,1,1
1326,neutrale,0.06,1,1
1327,konstant,0.06,1,1
1328,globales,0.06,1,1
1329,sensoren,0.06,1,1
1330,mehrmals,0.06,1,1
1331,auslesen,0.06,1,1
1332,angebaut,0.06,1,1
1333,digitale,0.06,1,1
1334,immensen,0.06,1,1
1335,abfragen,0.06,1,1
1336,abfällen,0.06,1,1
1337,englisch,0.059,3,3
1338,interne,0.059,1,2
1339,prompts,0.059,1,2
1340,messbar,0.059,1,2
1341,ask_llm,0.059,1,2
1342,anzeige,0.059,1,2
1343,docker,0.059,2,5
1344,deren,0.059,2,4
1345,märkte,0.059,2,2
1346,video,0.059,2,5
1347,wollen,0.059,1,2
1348,credit,0.059,1,2
1349,formulare,0.059,2,3
1350,source,0.059,2,5
1351,umgebungsvariablen,0.058,4,5
1352,begrenzt,0.058,2,3
1353,bedeutet,0.058,2,3
1354,sollten,0.057,3,3
1355,grenzen,0.057,2,3
1356,entwicklerinnen,0.057,2,2
1357,fehlerbehebung,0.057,2,2
1358,sicherzustellen,0.057,2,2
1359,entwickelt,0.057,2,2
1360,wichtigen,0.057,2,2
1361,memory,0.057,2,2
1362,zuverlässig,0.057,2,2
1363,spezifischen,0.057,2,2
1364,minimaler,0.057,2,2
1365,konnten,0.057,2,3
1366,gesamte,0.057,2,3
1367,mehrere,0.057,4,4
1368,reaktion,0.057,3,3
1369,optimiert,0.057,2,3
1370,jahren,0.057,4,5
1371,ältere,0.057,2,2
1372,details,0.056,2,2
1373,selbst,0.056,3,6
1374,fokus,0.056,4,6
1375,sekunden,0.056,6,6
1376,wachsen,0.056,2,3
1377,zusätzliche,0.056,4,4
1378,route,0.056,2,6
1379,konzentrieren,0.056,2,3
1380,70b,0.056,1,1
1381,abo,0.056,1,1
1382,tunen,0.055,2,2
1383,klein,0.055,2,2
1384,query,0.055,2,2
1385,req,0.055,1,4
1386,secret,0.055,1,2
1387,date,0.055,1,3
1388,iot,0.055,2,2
1389,lassen,0.055,4,7
1390,12g,0.055,1,1
1391,tdp,0.055,1,1
1392,mac,0.055,1,1
1393,ops,0.055,1,1
1394,gtx,0.055,1,1
1395,body,0.055,5,17
1396,schreiben,0.055,3,4
1397,solutions,0.055,1,1
1398,eingesetzt,0.055,1,1
1399,konsequenz,0.055,1,1
1400,unternehmensberatung,0.055,1,1
1401,gewinnbringenden,0.055,1,1
1402,geschäftsprozesse,0.055,1,1
1403,einfließen,0.055,1,1
1404,zustimmen,0.055,1,1
1405,unerlässlich,0.055,1,1
1406,sogenannte,0.055,1,1
1407,fachwissen,0.055,1,1
1408,entscheidender,0.055,1,1
1409,testphase,0.055,1,1
1410,bereitstellungszeiten,0.055,1,1
1411,verbundenen,0.055,1,1
1412,personalbedarf,0.055,1,1
1413,implementiert,0.055,1,1
1414,president,0.055,1,1
1415,einsatzfähige,0.055,1,1
1416,geschäftliche,0.055,1,1
1417,bewältigen,0.055,1,1
1418,verwaltete,0.055,1,1
1419,skalierbare,0.055,1,1
1420,unternehmensweiter,0.055,1,1
1421,translate,0.055,1,1
1422,technologischen,0.055,1,1
1423,lokalisierung,0.055,1,1
1424,kommunikationshindernisse,0.055,1,1
1425,abzubauen,0.055,1,1
1426,präsentieren,0.055,1,1
1427,wirkungsvolle,0.055,1,1
1428,kostengünstige,0.055,1,1
1429,kommunikation,0.055,1,1
1430,forscherinnen,0.055,1,1
1431,erkenntnisse,0.055,1,1
1432,zulieferer,0.055,1,1
1433,dienstleistungsunternehmen,0.055,1,1
1434,unterversorgte,0.055,1,1
1435,verwaltungen,0.055,1,1
1436,öffentlichen,0.055,1,1
1437,gemeindemitglieder,0.055,1,1
1438,verständlichen,0.055,1,1
1439,ansprechen,0.055,1,1
1440,letztlich,0.055,1,1
1441,vernetzten,0.055,1,1
1442,inklusiveren,0.055,1,1
1443,verbindet,0.055,1,1
1444,maschinelle,0.055,1,1
1445,gängigsten,0.055,1,1
1446,dateiformaten,0.055,1,1
1447,präsentationen,0.055,1,1
1448,übernommen,0.055,1,1
1449,übersetzt,0.055,1,1
1450,formatierungen,0.055,1,1
1451,beibehalten,0.055,1,1
1452,beispielsweise,0.055,1,1
1453,nachbereitung,0.055,1,1
1454,übersetzungsmodellen,0.055,1,1
1455,berichtet,0.055,1,1
1456,innovation,0.055,1,1
1457,materialentwicklung,0.055,1,1
1458,übersetzungstechnologie,0.055,1,1
1459,zugehörigkeit,0.055,1,1
1460,belegschaft,0.055,1,1
1461,unternehmensspezifische,0.055,1,1
1462,fließendes,0.055,1,1
1463,muttersprache,0.055,1,1
1464,dokumentverarbeitung,0.055,1,1
1465,organisation,0.055,1,1
1466,richtigen,0.055,1,1
1467,beschaffungszyklus,0.055,1,1
1468,empfangsbestätigungen,0.055,1,1
1469,eingeschlossen,0.055,1,1
1470,vertragsabwicklung,0.055,1,1
1471,effizienz,0.055,1,1
1472,kernaufgaben,0.055,1,1
1473,zahlungsdienstleistungsunternehmen,0.055,1,1
1474,rechnungsparser,0.055,1,1
1475,testgenauigkeit,0.055,1,1
1476,übertreffen,0.055,1,1
1477,gesamtkosten,0.055,1,1
1478,überwinden,0.055,1,1
1479,hindernisse,0.055,1,1
1480,unternehmensspezifischer,0.055,1,1
1481,extraktion,0.055,1,1
1482,fachgebieten,0.055,1,1
1483,geschäftsanforderungen,0.055,1,1
1484,herkömmlichen,0.055,1,1
1485,entwicklungsansätzen,0.055,1,1
1486,intuitive,0.055,1,1
1487,extrahieren,0.055,1,1
1488,vergangenheit,0.055,1,1
1489,angehören,0.055,1,1
1490,einbindung,0.055,1,1
1491,suchtechnologien,0.055,1,1
1492,steuerung,0.055,1,1
1493,rechnungsverarbeitung,0.055,1,1
1494,verträgen,0.055,1,1
1495,genehmigungen,0.055,1,1
1496,unternehmensspezifischen,0.055,1,1
1497,erfahrungen,0.055,1,1
1498,kostspielig,0.055,1,1
1499,implementierung,0.055,1,1
1500,unterstützenden,0.055,1,1
1501,intelligenten,0.055,1,1
1502,virtuellen,0.055,1,1
1503,menschlichen,0.055,1,1
1504,transkripten,0.055,1,1
1505,auswahlmöglichkeiten,0.055,1,1
1506,organisationen,0.055,1,1
1507,serviceerfahrung,0.055,1,1
1508,datengestützte,0.055,1,1
1509,information,0.055,1,1
1510,verlagern,0.055,1,1
1511,mitarbeitenden,0.055,1,1
1512,erstklassigen,0.055,1,1
1513,serviceerfahrungen,0.055,1,1
1514,neugierig,0.055,1,1
1515,ankündigungen,0.055,1,1
1516,commerzbank,0.055,1,1
1517,efficiency,0.055,1,1
1518,transform,0.055,1,1
1519,experiences,0.055,1,1
1520,recommendations,0.055,1,1
1521,einblicke,0.055,1,1
1522,customers,0.055,1,1
1523,interaction,0.055,1,1
1524,type,0.055,5,15
1525,wörtern,0.055,1,1
1526,merkmal,0.055,1,1
1527,höheren,0.055,1,1
1528,richtet,0.055,1,1
1529,manager,0.055,1,1
1530,enthält,0.055,1,1
1531,elegant,0.055,1,1
1532,aktuell,0.055,1,1
1533,wrapper,0.055,1,1
1534,verbessert,0.055,3,5
1535,tätig,0.054,1,1
1536,sechs,0.054,1,1
1537,echte,0.054,1,1
1538,magie,0.054,1,1
1539,tasks,0.054,1,1
1540,excel,0.054,1,1
1541,leads,0.054,1,1
1542,engen,0.054,1,1
1543,seien,0.054,1,1
1544,demos,0.054,1,2
1545,leistung,0.054,2,3
1546,beachten,0.054,2,2
1547,künstlicher,0.054,3,4
1548,weitere,0.054,6,10
1549,hoher,0.053,2,2
1550,expert,0.053,1,2
1551,laptop,0.053,1,2
1552,lokale,0.053,1,2
1553,anthos,0.053,1,2
1554,freuen,0.053,1,2
1555,software,0.053,4,9
1556,dns,0.053,1,1
1557,oberfläche,0.053,4,4
1558,ihre,0.053,7,33
1559,korrigierten,0.053,3,3
1560,kostenlosen,0.053,3,3
1561,schmidt,0.052,1,1
1562,gesunde,0.052,1,1
1563,farming,0.052,1,1
1564,erfüllt,0.052,1,1
1565,frische,0.052,1,1
1566,kräuter,0.052,1,1
1567,ständig,0.052,1,1
1568,händler,0.052,1,1
1569,growing,0.052,1,1
1570,anderem,0.052,1,1
1571,erzeugt,0.052,1,1
1572,agieren,0.052,1,1
1573,zentral,0.052,1,1
1574,zeitnah,0.052,1,1
1575,zuführt,0.052,1,1
1576,moderne,0.052,1,1
1577,prozent,0.052,1,1
1578,abrufen,0.052,1,1
1579,fließen,0.052,1,1
1580,liefert,0.052,1,1
1581,künftig,0.052,1,1
1582,genutzt,0.052,1,1
1583,erträge,0.052,1,1
1584,batch,0.052,3,8
1585,apis,0.052,2,6
1586,einige,0.052,3,5
1587,andere,0.052,3,5
1588,vokabular,0.052,2,3
1589,beispieltext,0.052,4,4
1590,startseite,0.052,4,4
1591,versuchen,0.052,4,4
1592,exponential,0.052,4,4
1593,produkte,0.052,7,12
1594,netzwerk,0.052,3,4
1595,jahre,0.052,2,2
1596,große,0.052,2,2
1597,exceeded,0.052,4,5
1598,dafür,0.052,3,7
1599,langfristigen,0.052,2,2
1600,lässt,0.052,2,5
1601,stark,0.051,4,4
1602,klick,0.051,3,3
1603,retail,0.051,1,2
1604,strapi,0.051,1,2
1605,ticket,0.051,1,2
1606,erhöht,0.051,1,2
1607,str,0.051,1,4
1608,answer,0.051,1,2
1609,csv,0.051,1,4
1610,row,0.051,1,4
1611,münhen,0.051,1,2
1612,diff,0.051,1,3
1613,desc,0.051,1,3
1614,beispiel,0.051,4,6
1615,berichte,0.051,2,2
1616,erfahren,0.051,2,2
1617,zusammen,0.051,2,2
1618,option,0.051,3,4
1619,benötigen,0.051,4,5
1620,projekt,0.051,3,5
1621,kennenzulernen,0.051,2,2
1622,bedürfnisse,0.051,2,2
1623,warehouse,0.051,2,2
1624,langfristig,0.051,2,2
1625,schritte,0.05,3,4
1626,gleich,0.05,3,4
1627,zeichen,0.05,5,10
1628,paragraphs,0.05,2,3
1629,brauchen,0.05,5,8
1630,apps,0.05,5,14
1631,billing,0.05,3,3
1632,prototypen,0.049,2,2
1633,spezifische,0.049,2,2
1634,problem,0.049,2,3
1635,branche,0.049,4,6
1636,prüfen,0.049,5,9
1637,800ms,0.049,1,2
1638,match,0.049,1,2
1639,image,0.049,1,2
1640,guten,0.049,1,2
1641,rolle,0.049,1,2
1642,hohes,0.049,1,2
1643,200ms,0.049,1,2
1644,mitgemacht,0.049,1,1
1645,nutzerfreundlicher,0.049,1,1
1646,verbringe,0.049,1,1
1647,konzentriere,0.049,1,1
1648,herkömmliche,0.049,1,1
1649,unkomplizierten,0.049,1,1
1650,lieblings,0.049,1,1
1651,schnelles,0.049,1,1
1652,lästigste,0.049,1,1
1653,algorithmus,0.049,1,1
1654,anwendungsfällen,0.049,1,1
1655,stattdessen,0.049,1,1
1656,transkribieren,0.049,1,1
1657,strukturierte,0.049,1,1
1658,gesichter,0.049,1,1
1659,emotionen,0.049,1,1
1660,unerwünschte,0.049,1,1
1661,unglaublich,0.049,1,1
1662,familienvideos,0.049,1,1
1663,analysierte,0.049,1,1
1664,junggesellinnenabschied,0.049,1,1
1665,fußballspiel,0.049,1,1
1666,lächelndes,0.049,1,1
1667,natürlich,0.049,1,1
1668,vortrainierten,0.049,1,1
1669,mobilgerät,0.049,1,1
1670,ausführen,0.049,1,1
1671,vielleicht,0.049,1,1
1672,röntgenaufnahmen,0.049,1,1
1673,krankheit,0.049,1,1
1674,fließband,0.049,1,1
1675,sortieren,0.049,1,1
1676,wahrscheinlichsten,0.049,1,1
1677,zuschicken,0.049,1,1
1678,unkompliziert,0.049,1,1
1679,komponenten,0.049,1,1
1680,leiterplatte,0.049,1,1
1681,schaltfläche,0.049,1,1
1682,abgeschlossen,0.049,1,1
1683,entsprechenden,0.049,1,1
1684,eventuelle,0.049,1,1
1685,tabellarischen,0.049,1,1
1686,datenbank,0.049,1,1
1687,erstellten,0.049,1,1
1688,beeindruckender,0.049,1,1
1689,genauesten,0.049,1,1
1690,kombinationen,0.049,1,1
1691,clientbibliothek,0.049,1,1
1692,mitbewerber,0.049,1,1
1693,zahlreiche,0.049,1,1
1694,restaurants,0.049,1,1
1695,mindestens,0.049,1,1
1696,ebenfalls,0.049,1,1
1697,hilfreiches,0.049,1,1
1698,abgefragt,0.049,1,1
1699,praktikanten,0.049,1,1
1700,einstellen,0.049,1,1
1701,nachdenken,0.049,1,1
1702,beschreiben,0.049,1,1
1703,eingebunden,0.049,1,1
1704,nutzbaren,0.049,1,1
1705,funktionierenden,0.049,1,1
1706,schwierigste,0.049,1,1
1707,ermöglichen,0.049,1,1
1708,entschlossen,0.049,1,1
1709,interaktive,0.049,1,1
1710,hinzuzufügen,0.049,1,1
1711,herunterladen,0.049,1,1
1712,produktseite,0.049,1,1
1713,hinzugefügt,0.049,1,1
1714,erfolgreichen,0.049,1,1
1715,workspace,0.049,1,1
1716,textklassifizierungsmodell,0.049,1,1
1717,hinzufügen,0.049,1,1
1718,hochladen,0.049,1,1
1719,dateneingabe,0.049,1,1
1720,eingabedaten,0.049,1,1
1721,audioaufnahmen,0.049,1,1
1722,ausgabedaten,0.049,1,1
1723,möglichkeit,0.049,1,1
1724,codeblöcke,0.049,1,1
1725,konfigurieren,0.049,1,1
1726,zusammenarbeiten,0.049,1,1
1727,hochgeladene,0.049,1,1
1728,erstellte,0.049,1,1
1729,verschiebt,0.049,1,1
1730,dokumenttext,0.049,1,1
1731,vollständigen,0.049,1,1
1732,hoffentlich,0.049,1,1
1733,überzeugen,0.049,1,1
1734,classifying,0.049,1,1
1735,congressional,0.049,1,1
1736,exploring,0.049,1,1
1737,adventures,0.049,1,1
1738,introduction,0.049,1,1
1739,artificial,0.049,1,1
1740,speichern,0.049,4,4
1741,beispiele,0.049,5,5
1742,global,0.049,2,3
1743,industry,0.049,1,1
1744,logische,0.049,1,1
1745,mckinsey,0.049,1,1
1746,skaliert,0.049,1,1
1747,befinden,0.049,1,1
1748,oberstes,0.049,1,1
1749,forscher,0.049,1,1
1750,employee,0.049,1,1
1751,jenseits,0.049,1,1
1752,sprechen,0.049,1,1
1753,barriere,0.049,1,1
1754,steigert,0.049,1,1
1755,bedienen,0.049,1,1
1756,glandier,0.049,1,1
1757,supports,0.049,1,1
1758,übergabe,0.049,1,1
1759,division,0.049,1,1
1760,modells,0.049,4,5
1761,fehlerhafte,0.048,4,4
1762,texte,0.048,4,12
1763,server,0.048,7,14
1764,vergangenen,0.048,2,2
1765,exportieren,0.048,2,2
1766,spellchecker,0.047,2,2
1767,zusammengesetzte,0.047,2,2
1768,fachvokabular,0.047,2,2
1769,mindestlaufzeit,0.047,2,2
1770,gleichen,0.047,4,4
